i j Omegaij  Pij
399 78 0.257325 0.255511
399 79 0.044040 0.043623
399 104 0.425573 0.422796
399 193 0.269804 0.269908
399 205 0.257480 0.255388
399 209 0.025156 0.025152
399 321 0.252560 0.252559
399 342 0.270757 0.267926
399 360 0.246709 0.244769
399 573 0.432023 0.431386
399 580 0.313844 0.314421
400 41 0.082092 0.081342
400 79 0.027939 0.027996
400 84 0.554352 0.552543
400 129 0.424643 0.422768
400 161 0.100485 0.101812
400 192 0.200656 0.199909
400 197 0.498916 0.497927
400 204 0.388028 0.385552
400 210 0.029281 0.028560
400 211 0.258476 0.258902
400 214 0.413085 0.414732
400 218 0.511087 0.509195
400 288 0.043393 0.042219
400 326 0.313199 0.310429
400 986 0.430208 0.431929
400 698 0.616781 0.614656
400 583 0.594178 0.594153
400 435 0.194535 0.192349
400 697 0.379424 0.380006
400 801 0.561787 0.562440
400 440 0.335930 0.337761
400 797 0.411301 0.411444
401 41 0.057290 0.055804
401 51 0.224305 0.221482
401 354 0.377011 0.377848
401 987 0.363972 0.362191
401 656 0.344121 0.344562
401 433 0.386462 0.383804
401 904 0.168983 0.168137
401 988 0.226682 0.226816
402 41 0.111533 0.110113
402 375 0.080910 0.080761
402 577 0.828995 0.828861
402 696 0.151805 0.154649
402 544 0.720626 0.722822
402 967 0.208865 0.205858
402 467 0.571329 0.567408
403 41 0.016525 0.015455
403 49 0.042173 0.042112
403 100 0.062624 0.061706
403 103 0.022675 0.022177
403 141 0.018694 0.018283
403 149 0.063054 0.063221
403 208 0.084813 0.082784
403 209 0.004281 0.003067
403 227 0.053931 0.053905
403 270 0.012375 0.012740
403 312 0.029424 0.028791
403 387 0.075803 0.076668
403 572 0.046435 0.046005
403 433 0.106386 0.106292
403 676 0.084795 0.085988
403 989 0.020021 0.019808
404 42 0.020732 0.021877
404 80 0.012195 0.011061
404 81 0.232230 0.235035
404 239 0.096690 0.093677
404 428 0.222474 0.221742
405 43 0.063740 0.062230
405 730 0.071604 0.071436
405 406 0.051530 0.051143
405 407 0.081691 0.081737
406 43 0.525507 0.525486
406 331 0.209957 0.209772
406 355 0.191609 0.193084
406 383 0.621696 0.618458
406 405 0.520043 0.520182
406 407 0.695116 0.690203
406 410 0.221406 0.222104
406 990 0.243217 0.241384
406 409 0.514565 0.513203
406 774 0.457464 0.457991
406 551 0.343652 0.342600
406 729 0.661884 0.662008
406 991 0.397435 0.395510
407 43 0.449979 0.450923
407 405 0.446882 0.446372
407 406 0.371300 0.370587
407 903 0.106836 0.107741
407 730 0.515856 0.517628
407 408 0.561610 0.557432
407 907 0.431040 0.430308
407 645 0.450892 0.457656
407 774 0.394491 0.393006
407 724 0.163408 0.162562
408 43 0.657277 0.653552
408 298 0.879309 0.878365
408 315 0.733790 0.732226
408 336 0.823744 0.825153
408 383 0.767494 0.769183
408 407 0.857406 0.858413
408 891 0.486401 0.487428
408 430 0.811416 0.811475
408 590 0.462015 0.466717
408 704 0.163057 0.164273
408 725 0.226470 0.224795
408 409 0.635759 0.638275
408 410 0.277197 0.276232
408 433 0.815839 0.813410
408 728 0.193664 0.193176
408 858 0.344007 0.342961
409 43 0.724873 0.723103
409 142 0.202803 0.201783
409 226 0.803091 0.803900
409 298 0.971687 0.971841
409 332 0.336235 0.334619
409 355 0.265908 0.265697
409 388 0.978308 0.977870
409 395 0.842379 0.841014
409 406 0.596578 0.594274
409 408 0.893540 0.893901
409 725 0.249540 0.248718
409 891 0.538182 0.539299
409 992 0.866839 0.864333
409 433 0.900775 0.899973
409 412 0.330413 0.335607
409 787 0.240192 0.243695
409 542 0.272473 0.273682
409 410 0.307008 0.305629
409 541 0.395802 0.392512
409 936 0.396415 0.394308
409 430 0.896008 0.897832
410 43 0.605595 0.604280
410 142 0.168690 0.168625
410 406 0.498592 0.496622
410 408 0.746418 0.747012
410 409 0.585529 0.590156
410 539 0.021035 0.020865
410 551 0.392002 0.393972
410 772 0.527266 0.529841
411 43 0.568023 0.568158
411 152 0.620612 0.621512
411 331 0.225278 0.226807
411 395 0.664297 0.660803
411 589 0.628457 0.627891
411 942 0.649633 0.646200
411 742 0.646402 0.647447
411 744 0.149581 0.151458
411 551 0.370313 0.370421
411 412 0.262741 0.263694
411 725 0.195693 0.195423
411 723 0.374107 0.374385
412 43 0.447694 0.443655
412 51 0.320978 0.318642
412 72 0.396950 0.397154
412 136 0.057885 0.056988
412 142 0.123787 0.123803
412 275 0.508855 0.508611
412 308 0.278221 0.278664
412 340 0.349090 0.350570
412 377 0.387439 0.387914
412 380 0.504839 0.503746
412 388 0.602325 0.599966
412 409 0.438212 0.433285
412 411 0.233819 0.233455
412 982 0.148426 0.149514
412 883 0.402597 0.399622
412 589 0.493742 0.490299
412 723 0.291206 0.292344
412 551 0.291175 0.289249
413 43 0.299273 0.302525
413 45 0.297461 0.298769
413 104 0.181102 0.182620
413 185 0.160827 0.159647
413 275 0.343464 0.346817
413 292 0.275636 0.274927
413 299 0.255142 0.254435
413 355 0.112792 0.111159
413 748 0.220950 0.222225
413 433 0.376968 0.376522
414 44 0.034150 0.034845
414 105 0.090660 0.091352
414 154 0.052096 0.051625
414 234 0.117463 0.116119
414 240 0.033859 0.033117
414 267 0.038607 0.038135
414 274 0.118711 0.118163
414 278 0.128831 0.128200
414 315 0.128918 0.127295
414 328 0.079378 0.078625
414 343 0.056786 0.056814
414 353 0.095640 0.095111
414 367 0.063523 0.063720
414 913 0.032277 0.031366
414 826 0.069824 0.068393
414 651 0.032146 0.031678
414 661 0.012458 0.012712
414 548 0.095872 0.094952
414 451 0.004777 0.004709
414 506 0.054695 0.055246
414 537 0.030723 0.030152
414 534 0.004312 0.003012
414 704 0.029576 0.028558
414 567 0.091865 0.091652
415 44 0.180031 0.180666
415 144 0.379708 0.379966
415 184 0.565884 0.563912
415 202 0.553066 0.555779
415 340 0.466503 0.465494
415 354 0.721132 0.721806
415 356 0.426527 0.429609
415 370 0.452335 0.451549
415 850 0.242477 0.245592
415 572 0.321824 0.317332
416 44 0.139538 0.137813
416 278 0.504842 0.507039
416 369 0.406570 0.404623
416 375 0.060120 0.059641
416 871 0.206091 0.204221
416 749 0.507973 0.506373
416 456 0.055860 0.055857
416 611 0.414782 0.413597
417 44 0.106385 0.105676
417 133 0.127042 0.126606
417 154 0.157144 0.156567
417 241 0.439411 0.439165
417 259 0.264118 0.267931
417 345 0.369203 0.371180
417 390 0.346566 0.349331
417 993 0.243506 0.241121
417 483 0.108213 0.108505
417 604 0.139056 0.137940
417 994 0.090336 0.089944
417 522 0.439909 0.441617
417 754 0.286861 0.288733
418 44 0.015329 0.015751
418 847 0.019584 0.016742
418 485 0.002506 0.002838
418 807 0.001515 0.001774
418 563 0.013814 0.014685
418 512 0.035437 0.032488
418 459 0.057936 0.053221
419 44 0.127298 0.124070
419 56 0.506979 0.505176
419 72 0.363006 0.362148
419 76 0.017700 0.016763
419 104 0.244200 0.244209
419 136 0.051570 0.051965
419 250 0.543647 0.540889
419 258 0.279974 0.279961
419 283 0.000748 0.000559
419 328 0.280397 0.279953
419 330 0.008834 0.008941
419 332 0.186156 0.187208
419 334 0.173694 0.172660
419 542 0.155181 0.153116
419 573 0.251017 0.249170
419 774 0.352172 0.352590
420 44 0.069884 0.067151
420 375 0.031736 0.029061
420 396 0.030913 0.030539
420 608 0.068404 0.070155
421 44 0.117286 0.115617
421 72 0.335226 0.337475
421 823 0.056846 0.055753
421 956 0.336168 0.336353
421 995 0.195051 0.196269
421 553 0.126181 0.125493
421 563 0.109897 0.107798
421 446 0.430347 0.433775
422 44 0.009623 0.008213
422 71 0.030057 0.029890
422 256 0.007284 0.006548
422 330 0.001227 0.000592
422 996 0.005061 0.004666
422 659 0.035309 0.034545
423 44 0.069745 0.068051
424 44 0.015871 0.015759
424 105 0.041324 0.041316
424 209 0.001919 0.001845
424 267 0.018543 0.017248
424 307 0.063071 0.060829
424 357 0.038401 0.036982
424 658 0.022279 0.021434
424 839 0.045236 0.044132
424 928 0.010143 0.009222
424 429 0.056117 0.056562
424 816 0.031772 0.031426
425 45 0.379750 0.380905
425 56 0.480739 0.481627
425 57 0.053001 0.051738
425 58 0.380370 0.377162
425 65 0.043853 0.043681
425 68 0.455571 0.457134
425 71 0.431873 0.430514
425 89 0.215490 0.214189
425 281 0.082145 0.080967
426 45 0.658212 0.661358
426 62 0.048813 0.049019
426 70 0.888663 0.886037
426 89 0.372900 0.371892
426 281 0.143335 0.140581
426 507 0.216139 0.217382
426 506 0.324359 0.325621
426 997 0.142534 0.141440
426 508 0.233997 0.235796
426 907 0.639410 0.639055
426 475 0.817332 0.816453
426 863 0.787449 0.784898
426 998 0.307073 0.303121
426 499 0.189431 0.189628
426 867 0.297765 0.295019
426 999 0.629230 0.630056
426 516 0.484837 0.486436
427 45 0.088997 0.090738
427 145 0.064767 0.063709
427 237 0.076200 0.076899
428 45 0.215327 0.215169
428 70 0.287327 0.288267
428 85 0.272302 0.271982
428 121 0.280463 0.278966
428 124 0.029479 0.029487
428 127 0.259474 0.259107
428 185 0.115519 0.114975
428 213 0.082258 0.082754
428 249 0.214614 0.215441
428 283 0.001141 0.000301
428 297 0.264825 0.264890
428 298 0.291992 0.292819
428 320 0.265053 0.264233
428 337 0.198091 0.200380
428 372 0.177287 0.176610
428 375 0.028409 0.028917
428 376 0.115890 0.116288
428 404 0.017508 0.017448
428 453 0.290195 0.287760
428 897 0.145440 0.143062
428 883 0.200174 0.196249
428 1000 0.147437 0.148380
428 553 0.072527 0.072526
428 459 0.222290 0.225780
428 918 0.185235 0.184803
428 542 0.081631 0.082461
428 816 0.131514 0.133245
428 774 0.188602 0.189889
428 519 0.126320 0.125734
428 545 0.012671 0.012036
428 631 0.137378 0.137801
428 1001 0.184721 0.186726
429 45 0.435857 0.431015
429 58 0.428908 0.426779
429 64 0.418216 0.420136
429 66 0.369396 0.370197
429 67 0.041351 0.039184
429 89 0.244217 0.242366
429 281 0.091457 0.091618
429 424 0.362475 0.365289
429 496 0.288847 0.287514
429 499 0.125193 0.123583
429 498 0.170979 0.171662
429 484 0.426163 0.429241
429 509 0.498707 0.501443
430 45 0.289114 0.288752
430 134 0.298575 0.302099
430 242 0.292339 0.294039
430 298 0.391950 0.392957
430 331 0.117518 0.116718
430 388 0.395631 0.395395
430 408 0.362756 0.361442
430 409 0.286760 0.285547
430 755 0.055220 0.054117
430 903 0.069503 0.069860
430 891 0.218355 0.218062
430 1002 0.059301 0.058543
431 45 0.705233 0.704011
431 68 0.845508 0.844901
431 361 0.281650 0.279641
431 931 0.917006 0.915286
431 962 0.620599 0.616321
431 906 0.335345 0.336899
431 1003 0.582562 0.584925
431 1004 0.182493 0.185177
431 859 0.233107 0.233349
431 609 0.953494 0.953276
431 821 0.112779 0.113218
432 46 0.459058 0.458154
432 251 0.478889 0.478464
432 328 0.319108 0.317568
432 330 0.011352 0.010142
432 336 0.583196 0.579401
432 686 0.610062 0.606654
432 542 0.175954 0.173689
432 926 0.500981 0.500360
432 801 0.577590 0.574216
433 47 0.351042 0.351035
433 158 0.160345 0.161905
433 238 0.072417 0.070232
433 270 0.039198 0.038116
433 283 0.000799 0.000353
433 298 0.343051 0.343406
433 331 0.100271 0.102000
433 332 0.116838 0.118240
433 388 0.342765 0.345537
433 395 0.299914 0.297178
433 401 0.280765 0.282663
433 403 0.067509 0.066700
433 408 0.315896 0.315866
433 409 0.249287 0.249540
433 413 0.215297 0.215258
433 885 0.254723 0.256569
433 570 0.349615 0.346914
433 886 0.208291 0.209979
433 787 0.086758 0.086111
433 725 0.087757 0.087886
433 541 0.139041 0.138697
433 992 0.303582 0.305417
433 884 0.339112 0.343036
433 551 0.165910 0.166586
433 755 0.046361 0.047293
433 887 0.182449 0.183162
433 883 0.232277 0.230153
433 728 0.076056 0.075524
433 747 0.071761 0.072007
433 635 0.229666 0.231546
433 539 0.008933 0.008822
433 723 0.169777 0.168369
433 467 0.240068 0.238264
433 686 0.340040 0.337776
433 503 0.172132 0.171525
434 48 0.035020 0.035731
434 115 0.037456 0.036982
434 127 0.043306 0.043027
434 306 0.001058 0.000560
434 320 0.044923 0.043878
434 690 0.021902 0.022835
435 48 0.355134 0.352234
435 360 0.121337 0.124643
435 400 0.451261 0.446814
436 48 0.007405 0.005003
436 55 0.007317 0.006116
436 104 0.003526 0.003058
436 129 0.004055 0.004765
436 212 0.007229 0.006878
436 250 0.006788 0.006773
436 273 0.003703 0.003114
436 438 0.001234 0.000469
437 48 0.238962 0.237277
437 200 0.167436 0.165595
437 203 0.173945 0.170267
437 213 0.091723 0.091256
437 304 0.300534 0.299633
437 306 0.004020 0.003718
437 313 0.272919 0.271121
437 321 0.087631 0.086636
437 728 0.071311 0.071015
437 500 0.149178 0.150676
437 724 0.088779 0.086615
437 551 0.153892 0.156640
438 48 0.047371 0.049324
438 57 0.006857 0.006700
438 104 0.030795 0.030148
438 115 0.053214 0.051049
438 127 0.059265 0.059395
438 193 0.020302 0.019246
438 195 0.065287 0.065262
438 205 0.017708 0.018211
438 209 0.002862 0.001794
438 215 0.044539 0.044286
438 217 0.024237 0.023389
438 232 0.014846 0.013177
438 262 0.057358 0.056903
438 273 0.030020 0.030697
438 302 0.014488 0.013384
438 321 0.017231 0.018009
438 392 0.006260 0.005657
438 436 0.004621 0.003586
438 1005 0.004621 0.004353
438 649 0.025608 0.025591
439 48 0.079039 0.082891
439 239 0.045101 0.044174
439 443 0.058708 0.058648
439 639 0.045712 0.044615
440 48 0.018407 0.018586
440 117 0.023965 0.023763
440 197 0.021616 0.020847
440 211 0.010658 0.010840
440 296 0.024123 0.024544
440 362 0.018135 0.018584
440 400 0.023994 0.023576
440 881 0.020069 0.020177
440 698 0.025957 0.025734
440 697 0.016201 0.015910
440 516 0.014325 0.013670
440 805 0.010944 0.010602
440 583 0.024553 0.024876
441 48 0.163115 0.164319
441 320 0.203011 0.201786
441 321 0.059531 0.059997
442 49 0.093277 0.092092
442 136 0.022951 0.023990
442 141 0.039409 0.039982
442 229 0.072963 0.073000
442 239 0.099387 0.098293
442 247 0.187081 0.186232
442 297 0.232328 0.227063
442 392 0.021405 0.021155
442 808 0.103806 0.101633
442 774 0.163893 0.162773
442 833 0.249113 0.252799
442 748 0.136778 0.137188
442 443 0.129285 0.130500
442 503 0.127030 0.125371
442 538 0.083311 0.085849
443 49 0.194626 0.194845
443 68 0.469180 0.468332
443 69 0.346204 0.343873
443 90 0.458076 0.457815
443 232 0.106024 0.104255
443 236 0.285202 0.285459
443 239 0.210621 0.207964
443 281 0.083194 0.082950
443 439 0.145593 0.146195
443 442 0.159219 0.159357
444 50 0.922338 0.920345
444 133 0.258849 0.257170
444 154 0.317645 0.318028
444 347 0.906756 0.906597
444 376 0.369537 0.373576
444 585 0.415807 0.411772
444 450 0.122237 0.121824
444 587 0.667751 0.663318
444 460 0.767181 0.765265
444 447 0.964942 0.964338
444 567 0.565128 0.564604
445 50 0.395364 0.394054
445 104 0.180678 0.180901
445 115 0.306011 0.306316
445 126 0.078337 0.078639
445 132 0.100383 0.099750
445 191 0.318052 0.321164
445 192 0.134281 0.133278
445 195 0.394054 0.391599
445 203 0.216706 0.212377
445 204 0.257453 0.257045
445 205 0.110420 0.109272
445 207 0.280114 0.277302
445 209 0.011615 0.010762
445 262 0.342071 0.341442
445 273 0.187337 0.184195
445 290 0.129500 0.128312
445 321 0.107832 0.108062
445 342 0.114586 0.114637
445 389 0.232376 0.236344
445 467 0.278126 0.279446
445 694 0.039295 0.038076
445 914 0.325548 0.325279
445 593 0.219752 0.221443
445 640 0.251314 0.252497
446 50 0.832715 0.832744
446 72 0.565058 0.566920
446 237 0.530601 0.530052
446 263 0.092689 0.090073
446 421 0.750793 0.752142
446 823 0.094602 0.093660
446 483 0.200657 0.199424
446 563 0.178823 0.181088
446 995 0.329287 0.329709
446 481 0.721162 0.720582
446 1006 0.139911 0.140802
446 476 0.714794 0.713828
446 474 0.035256 0.034113
446 815 0.313023 0.315762
447 50 0.429447 0.429040
447 133 0.120522 0.119886
447 444 0.247607 0.248727
448 50 0.187107 0.186465
448 455 0.159455 0.156072
449 50 0.383714 0.384336
449 458 0.343915 0.345271
449 730 0.336643 0.335524
450 50 0.456377 0.456846
450 274 0.365526 0.361329
450 278 0.393812 0.392021
450 444 0.264229 0.264847
450 506 0.169693 0.168934
450 771 0.196310 0.197189
450 499 0.098698 0.098380
450 949 0.436415 0.432886
450 1007 0.210678 0.210308
450 661 0.039421 0.038871
450 537 0.094801 0.092202
450 835 0.476737 0.473228
451 51 0.349853 0.346257
451 80 0.029465 0.029961
451 105 0.391906 0.387627
451 136 0.063728 0.061927
451 234 0.497178 0.492715
451 240 0.142978 0.140521
451 242 0.476857 0.484836
451 267 0.162170 0.161817
451 307 0.566437 0.570690
451 357 0.344999 0.346966
451 368 0.161662 0.161802
451 414 0.239614 0.239093
451 687 0.537932 0.535847
451 656 0.537142 0.538675
451 653 0.465568 0.465481
451 1008 0.278449 0.271818
451 454 0.107756 0.108531
451 1009 0.559833 0.555594
451 514 0.628076 0.630886
451 1010 0.062542 0.063213
451 913 0.128528 0.133090
451 651 0.133890 0.134418
451 655 0.283811 0.282966
451 662 0.086250 0.083245
451 587 0.459810 0.456892
451 661 0.053285 0.053939
451 455 0.531497 0.530603
452 51 0.336014 0.337783
452 237 0.395944 0.393632
452 483 0.149811 0.148098
452 563 0.134345 0.134481
452 686 0.622006 0.621722
453 51 0.059527 0.058260
453 53 0.042682 0.042352
453 80 0.006755 0.005041
453 85 0.102152 0.101262
453 88 0.111957 0.111792
453 92 0.085051 0.085746
453 94 0.050420 0.050270
453 114 0.110204 0.109462
453 136 0.010717 0.010420
453 188 0.001924 0.001457
453 190 0.075645 0.073379
453 228 0.105401 0.104730
453 375 0.011130 0.010766
453 377 0.071113 0.070926
453 428 0.103349 0.101057
453 622 0.061907 0.060256
453 820 0.078709 0.078290
453 1011 0.084994 0.083476
453 623 0.096238 0.095543
453 624 0.068833 0.067421
453 602 0.019196 0.018037
453 1012 0.040530 0.039852
453 621 0.051903 0.052319
453 620 0.068605 0.069895
453 1013 0.031110 0.030304
453 603 0.030398 0.031816
453 703 0.004931 0.004928
453 463 0.074647 0.073530
453 597 0.075474 0.074087
453 707 0.030483 0.030988
453 577 0.110745 0.110496
454 51 0.099934 0.100322
454 71 0.159544 0.155914
454 187 0.020803 0.019486
454 351 0.026597 0.025664
454 451 0.005288 0.005789
454 587 0.133025 0.132377
454 653 0.134619 0.134866
454 514 0.186025 0.182789
454 659 0.179959 0.180197
455 51 0.207340 0.205331
455 234 0.295462 0.292181
455 240 0.084256 0.083329
455 307 0.339701 0.338421
455 448 0.230857 0.232012
455 451 0.012041 0.011849
455 1008 0.160857 0.161189
455 816 0.173938 0.174841
455 760 0.202093 0.202560
456 51 0.151866 0.148665
456 93 0.163717 0.162965
456 95 0.072009 0.069170
456 134 0.214312 0.213871
456 312 0.072377 0.069780
456 314 0.240222 0.234362
456 332 0.096776 0.095786
456 333 0.251543 0.251839
456 375 0.027177 0.027473
456 396 0.027749 0.028870
456 416 0.123340 0.124638
456 922 0.005068 0.004002
456 467 0.196453 0.193018
457 51 0.008317 0.007289
457 105 0.009315 0.008160
457 234 0.011355 0.010372
457 256 0.003224 0.002482
457 259 0.007503 0.007891
457 274 0.011127 0.010555
457 275 0.012368 0.011635
457 307 0.012339 0.012014
457 313 0.011769 0.011452
457 390 0.011084 0.010289
457 1014 0.003252 0.002865
457 1000 0.007104 0.006912
457 1015 0.005763 0.005135
457 602 0.002939 0.002257
457 706 0.014479 0.013624
457 547 0.008160 0.007969
457 631 0.006676 0.006419
457 839 0.009329 0.008716
458 51 0.430806 0.430174
458 136 0.078948 0.076935
458 449 0.427739 0.428198
458 1016 0.424614 0.424202
458 699 0.249190 0.249718
458 1017 0.341875 0.338601
458 979 0.127281 0.124057
458 1018 0.485426 0.485358
458 700 0.365346 0.364824
458 839 0.511640 0.514386
458 841 0.818899 0.819261
459 51 0.464579 0.464894
459 80 0.039156 0.040226
459 81 0.856756 0.854738
459 130 0.440736 0.442557
459 237 0.540673 0.541760
459 418 0.146950 0.146567
459 428 0.807826 0.806399
459 756 0.478576 0.479317
459 532 0.518075 0.515588
459 563 0.185691 0.185087
459 553 0.215130 0.215471
459 1019 0.006712 0.006256
459 994 0.168618 0.168961
459 470 0.112503 0.109959
459 512 0.408578 0.409464
459 483 0.205956 0.203829
459 1020 0.571915 0.571419
459 485 0.035636 0.035765
459 847 0.213270 0.211011
459 1021 0.628174 0.626822
459 921 0.360306 0.360991
459 1022 0.466683 0.465710
459 476 0.731001 0.729595
459 1023 0.748104 0.747135
459 1024 0.784684 0.784173
459 486 0.771846 0.769808
